frameno;frametime;radious;cir_pos;color
1686;0.0910470485687;"[5.7008772, 6.5192022, 5.7008772]";"[(675.5, 533.5), (408.5, 308.5), (113.5, 280.5)]";"[0, 1, 1]"
1687;0.102103948593;"[6.6708322, 5.7008772]";"[(405.5, 308.5), (109.5, 281.5)]";"[1, 1]"
1688;0.0921308994293;"[7.1063352, 5.7008772, 5.7008772]";"[(663.5, 525.5), (401.5, 308.5), (105.5, 281.5)]";"[0, 1, 1]"
1689;0.105561971664;"[6.041523, 5.7008772]";"[(397.5, 307.5), (100.5, 280.5)]";"[1, 1]"
1690;0.110107898712;"[5.7008772, 6.6708322]";"[(92.5, 277.5), (390.5, 304.5)]";"[1, 1]"
1691;0.115250825882;"[6.6708322, 5.7008772]";"[(383.5, 300.5), (82.5, 273.5)]";"[1, 1]"
1692;0.11390209198;"[6.3639612, 5.7008772]";"[(378.5, 299.5), (77.5, 273.5)]";"[1, 1]"
1693;0.119469881058;"[5.7008772, 6.6708322]";"[(74.5, 273.5), (375.5, 300.5)]";"[1, 1]"
1694;0.104501962662;"[6.6708322, 5.7008772]";"[(372.5, 298.5), (71.5, 272.5)]";"[1, 1]"
1695;0.102478981018;"[6.041523, 5.7008772]";"[(365.5, 297.5), (61.5, 271.5)]";"[1, 1]"
1696;0.0885829925537;"[6.5192022, 5.7008772]";"[(336.5, 301.5), (26.5, 276.5)]";"[1, 1]"
1697;0.103856086731;"[5.7008772, 6.041523]";"[(17.5, 281.5), (327.5, 307.5)]";"[1, 1]"
1698;0.0900189876556;"[6.5192022]";"[(317.5, 312.5)]";"[1]"
1699;0.110466003418;"[6.5192022]";"[(306.5, 314.5)]";"[1]"
1700;0.106353998184;"[6.5192022]";"[(303.5, 312.5)]";"[1]"
1701;0.110635042191;"[6.3639612]";"[(307.5, 311.5)]";"[1]"
1702;0.0948660373688;"[6.6708322]";"[(312.5, 308.5)]";"[1]"
1703;0.110373973846;"[5.7008772]";"[(5.5, 281.5)]";"[1]"
1704;0.107840061188;"[5.7008772, 6.6708322]";"[(15.5, 278.5), (326.5, 305.5)]";"[1, 1]"
1705;0.111853122711;"[5.7008772, 6.041523]";"[(18.5, 275.5), (329.5, 301.5)]";"[1, 1]"
1706;0.0914709568024;"[6.3639612, 6.6708322]";"[(329.5, 299.5), (18.5, 273.5)]";"[1, 1]"
1707;0.10836815834;"[5.7008772]";"[(20.5, 273.5)]";"[1]"
1708;0.114240884781;"[5.7008772, 6.5192022]";"[(25.5, 275.5), (334.5, 301.5)]";"[1, 1]"
1709;0.0900001525879;"[5.7008772]";"[(27.5, 275.5)]";"[1]"
1710;0.105512142181;"[6.3639612, 5.7008772]";"[(338.5, 302.5), (29.5, 276.5)]";"[1, 1]"
1711;0.116086006165;"[5.7008772, 5.7008772]";"[(37.5, 276.5), (344.5, 302.5)]";"[1, 1]"
1712;0.115140199661;"[5.7008772, 6.6708322]";"[(51.5, 280.5), (356.5, 305.5)]";"[1, 1]"
1713;0.112369060516;"[6.3639612, 5.7008772]";"[(369.5, 309.5), (68.5, 285.5)]";"[1, 1]"
1714;0.119064092636;"[5.7008772, 6.6708322]";"[(90.5, 289.5), (387.5, 312.5)]";"[1, 1]"
1715;0.123247146606;"[5.7008772, 6.041523]";"[(115.5, 293.5), (409.5, 315.5)]";"[1, 1]"
1716;0.134572982788;"[5.7008772, 5.7008772]";"[(141.5, 295.5), (430.5, 317.5)]";"[1, 1]"
1717;0.131844043732;"[6.041523, 5.7008772]";"[(453.5, 317.5), (167.5, 297.5)]";"[1, 1]"
1718;0.113984823227;"[6.5192022, 5.7008772]";"[(472.5, 314.5), (190.5, 295.5)]";"[1, 1]"
1719;0.109645843506;"[5.7008772, 5.7008772]";"[(491.5, 311.5), (211.5, 293.5)]";"[1, 1]"
1720;0.115330934525;"[5.7008772]";"[(509.5, 308.5)]";"[1]"
1721;0.0892701148987;"[5.7008772, 5.7008772]";"[(525.5, 305.5), (250.5, 289.5)]";"[1, 1]"
1722;0.109797954559;"[5.7008772, 5.7008772]";"[(538.5, 299.5), (265.5, 284.5)]";"[1, 1]"
1723;0.110468864441;"[5.7008772]";"[(550.5, 291.5)]";"[1]"
1724;0.11788892746;"[5.7008772, 5.7008772]";"[(559.5, 284.5), (289.5, 272.5)]";"[1, 1]"
1725;0.110311985016;"[5.7008772, 5.7008772]";"[(566.5, 275.5), (296.5, 263.5)]";"[1, 1]"
1726;0.091933965683;"[5.7008772]";"[(571.5, 272.5)]";"[1]"
1727;0.112884998322;"[5.7008772, 5.7008772]";"[(578.5, 265.5), (310.5, 253.5)]";"[1, 1]"
1728;0.0905680656433;"[5.7008772, 5.7008772]";"[(585.5, 260.5), (318.5, 249.5)]";"[1, 1]"
