frameno;frametime;radious;cir_pos;color
806;0.116082191467;"[5.7008772]";"[(725.5, 463.5)]";"[1]"
807;0.0910868644714;"[5.7008772]";"[(726.5, 473.5)]";"[1]"
808;0.121351003647;"[5.7008772, 5.7008772]";"[(726.5, 489.5), (476.5, 476.5)]";"[1, 1]"
809;0.12335395813;"[5.7008772]";"[(727.5, 503.5)]";"[1]"
810;0.123713970184;"[5.7008772]";"[(727.5, 513.5)]";"[1]"
811;0.128760814667;"[5.7008772]";"[(726.5, 521.5)]";"[1]"
812;0.125840187073;"[6.6708322, 5.7008772]";"[(726.5, 528.5), (477.5, 513.5)]";"[1, 1]"
813;0.102210998535;"[5.7008772]";"[(725.5, 534.5)]";"[1]"
814;0.119858980179;"[5.7008772]";"[(727.5, 538.5)]";"[1]"
815;0.121916055679;"[5.7008772]";"[(729.5, 543.5)]";"[1]"
816;0.129240989685;"[5.7008772, 5.7008772]";"[(480.5, 534.5), (730.5, 547.5)]";"[1, 1]"
817;0.126169204712;"[5.7008772]";"[(729.5, 551.5)]";"[1]"
818;0.139887094498;"[5.7008772, 5.7008772]";"[(477.5, 543.5), (728.5, 557.5)]";"[1, 1]"
819;0.127701044083;"[5.7008772, 5.7008772]";"[(727.5, 562.5), (478.5, 549.5)]";"[1, 1]"
820;0.132121086121;"[5.7008772, 5.7008772]";"[(728.5, 569.5), (477.5, 555.5)]";"[1, 1]"
821;0.0980050563812;"[]";"[]";"[]"
822;0.108216047287;"[5.7008772]";"[(729.5, 588.5)]";"[1]"
823;0.124973058701;"[5.7008772]";"[(727.5, 601.5)]";"[1]"
824;0.123981952667;"[6.5192022]";"[(727.5, 617.5)]";"[1]"
825;0.120487928391;"[5.7008772, 5.7008772]";"[(725.5, 631.5), (476.5, 618.5)]";"[1, 1]"
